3.869540165,3.813685220,3.788680650,3.775566401,3.789097898,3.869832827,3.677643073,3.898954341,3.913859929,4.973562037
1.280676152,1.294922989,1.270602606,1.261067708,1.275984813,1.310641755,1.286059755,1.911311620,2.192992688,3.466445531
11.660852555,11.722412388,11.481675393,11.406087240,11.584838132,11.476291004,11.257430377,10.804635127,10.466532652,13.117688896
31.141450966,29.371149144,28.267682782,29.104497515,29.499146133,30.890749472,26.296777841,28.370629999,28.089641434,25.593750000
96.871454190,90.951352673,107.975963827,93.313425549,89.736152908,94.504142300,91.242895312,86.598406510,73.891537312,47.666862811
166.687194127,130.641972310,163.919354839,163.782191112,169.176370141,136.961068795,141.996733932,175.294460395,126.049778489,71.090247541
1.586413340,1.577557059,1.566736720,1.565852702,1.561264338,1.582800478,1.580442413,1.708397076,1.871526061,2.546792128
1.001580932,1.002607137,1.003419638,1.005126119,1.006418019,1.009261516,1.027144666,1.300998292,1.583875237,2.243481773
4.591915067,4.540868715,4.483878847,4.427978516,4.490116326,4.463438414,4.442280509,4.128854528,3.974659027,4.953021053
7.867752522,7.687041565,8.004613330,7.827866851,7.404750285,7.806760930,7.766432210,6.605550714,5.930486925,6.895096564
14.812082139,13.880725191,14.294257803,14.051117451,14.439487423,13.383340106,14.721355220,10.871456942,9.382810727,10.249516198
47.086655526,24.122823754,31.694212908,21.991922072,23.522409296,35.510532544,39.207263474,19.033850303,20.010463619,17.569541515
1.394185309,1.394714840,1.384556932,1.389481416,1.395991272,1.399241508,1.415812720,1.670475029,1.809764503,2.297827227
1.000000000,1.000000000,1.000570125,1.002034174,1.003253355,1.006096074,1.019764440,1.259299781,1.463860870,1.915632580
3.285696926,3.347432763,3.242342783,3.267393604,3.291580860,3.277678571,3.291622739,3.520988277,3.775437287,4.844855023
5.695175439,5.741178388,5.737129358,5.800363636,5.917303627,5.688621782,5.774797688,5.912012191,5.882352941,6.899795392
9.813753582,10.018709756,10.670033396,10.612826603,11.524667932,11.094444444,10.787598945,9.297186265,8.786737618,9.421206535
15.499880526,17.425095420,28.823053108,18.074963610,27.368533460,17.130063966,19.914179968,15.113731052,14.868113266,12.011632866
3.157642528,3.133752734,3.106663705,3.076225705,3.102302601,3.160114895,3.093615263,3.246270575,3.342012730,4.620625261
1.325617410,1.301010430,1.302336943,1.290503702,1.322084892,1.342372331,1.325573850,1.932232272,2.253399791,3.570948089
10.596965000,10.502647658,10.419218241,10.237626180,10.231807464,10.363466537,10.285494452,9.716293564,9.213173785,11.410966987
18.121060172,18.240918479,18.083511777,17.807128137,17.822475176,17.796069195,17.688072289,16.413933911,15.428756158,17.617214668
34.727272727,35.326890957,32.550916373,31.614580860,34.830049846,33.102122642,36.243211610,27.484396467,24.013324737,25.811764294
64.429219384,64.920047733,55.401572927,73.959562322,59.634702113,75.653882576,77.266944252,47.389039932,33.310324969,45.585386480
