62.937365020,63.848725491,59.245551676,57.399764101,55.583832167,51.685958575,41.912470044,38.450140740,35.256809502,32.393054404,24.863814234
32.923193977,33.689906032,31.047425198,31.606576402,32.754759300,31.074809078,31.954801033,32.405965641,29.586052608,27.425330399,23.870350252
221.849714598,223.524451206,203.582617340,196.332267328,183.998173139,171.954581929,115.495221736,97.274051515,87.899582359,80.510230437,49.431083214
339.062534544,362.293894549,295.604793233,287.713171063,271.037895170,235.693826101,162.201711613,129.644182877,117.398386006,106.556693634,64.045131750
458.793683488,484.895806180,407.352749202,377.395715992,371.070929785,326.808777886,222.046393587,164.487154093,146.111094711,125.174456851,77.577267230
584.806089552,568.557340222,465.930039384,441.656346749,465.826616457,390.842713541,330.788156147,189.208220123,201.497850557,134.201685793,83.760855015
1.601792657,1.607116523,1.703051929,1.759679347,1.898996880,2.078260061,2.731686945,3.046689978,3.064357291,3.089546677,3.078938464
1.040583136,1.122022934,1.246150616,1.364082557,1.576992385,1.751028807,2.320050086,2.635733338,2.816439020,2.884894932,2.922384071
4.578811773,4.331633768,4.444161563,4.344016254,4.167383795,4.135498727,5.862975164,6.048638120,5.557753819,5.258591340,5.219849291
8.033988985,7.767565485,6.999706716,6.744796626,6.478034162,6.448820433,8.244669676,7.778672771,7.036940037,7.315982167,7.707828295
14.498514431,12.601038339,10.948600410,10.714647496,10.632833255,9.664109017,12.251873312,10.599958286,9.441316228,13.854464816,12.118421377
27.472829922,77.753668129,24.737276710,15.831249203,16.497357380,20.028587136,14.488967166,12.925193385,12.987415401,15.957007928,15.942510521
1.469306414,1.557215790,1.659689178,1.744035945,1.805304623,1.894986824,2.383918403,2.876467222,2.896725786,2.907838452,2.943957484
1.024597388,1.089188585,1.185225583,1.269793460,1.414000000,1.560349506,1.933383200,2.312546281,2.733492930,2.648787346,2.667484688
3.653652695,3.707060629,3.795037017,3.818702290,4.024195416,3.913088381,5.745571134,5.801697531,5.382327515,5.210249005,4.828617299
6.074702886,6.021734342,6.126421906,6.433542681,6.326748035,5.852089638,8.278094001,7.676217098,6.923215204,6.843200026,6.026129339
9.957386364,11.158373669,10.205047619,9.167324099,9.050253547,8.356130739,11.298899254,9.154026711,9.141683137,10.876431596,10.526013873
15.833585301,23.445618397,19.016526396,13.415188335,14.227695074,10.920482614,13.049550969,11.032723501,11.240505787,13.442353498,12.109139536
3.084471195,3.137557198,3.176136273,3.257759421,3.268813215,3.455984769,5.041422646,5.703284718,5.581339018,5.752876547,6.212763101
1.275694610,1.444832673,1.716736561,1.955018399,2.141804364,2.450638711,3.658462899,5.212821293,5.137941791,5.032728633,5.300987437
10.075804939,10.189883149,9.776867605,9.603971677,9.145526515,9.231832165,12.596076082,11.595376164,10.606896891,11.410073351,13.003986967
17.876288660,17.180494569,16.366093366,15.655146221,15.002782217,15.188345324,17.699711238,15.051514500,14.223898213,16.784442062,18.299472628
28.726775333,28.041231237,27.237873312,26.512515188,23.237793643,26.120048147,23.799247309,19.440786726,20.976245883,31.634992615,23.641913582
47.255155875,42.670016077,38.884998341,41.589474612,27.581697996,31.899228341,34.721926962,23.183862193,27.622495551,37.439808801,24.510375580
